decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,bio1_23,bio2_23,bio3_23,bio4_23,bio5_23,bio6_23,bio7_23,bio8_23,bio9_23,bio10_23,bio11_23,bio12_23,bio13_23,bio14_23,bio15_23,bio16_23,bio17_23,bio18_23,bio19_23,Cordilleras,clusters
-72.604639,7.340861,2715,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Pamplona: Vda. Fontibon, Fca. Loma Larga",116,91,75,346,171,51,120,116,111,120,111,1047,153,23,51,408,83,278,83,Central,4
-72.709972,7.098861,3200,Complejo de Paramos Almorzadero (ALM),Norte de Santander,"Norte de Santander: Chitaga: Vda. El Roble, Fca. de Don Hector Arias",65,88,72,409,122,0,122,64,64,70,61,1337,173,20,47,487,111,358,113,Oriental,2
-75.231531,4.899778,3488,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",74,84,87,235,121,25,96,75,72,76,71,2060,239,84,27,647,344,577,588,Central,1
-75.973056,3.975583,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-75.8039,4.088983,3625,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Vda. San Juan, Fca. Miravalle",77,87,91,180,124,29,95,74,77,78,74,1669,220,80,36,629,278,455,629,Central,1
-75.282889,5.347972,3537,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",76,83,86,180,122,26,96,75,74,77,74,2219,260,83,30,706,336,628,589,Central,1
-77.396722,0.843194,3356,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Puerres: Puerres, Vda. El Rosal",88,86,86,461,140,41,99,84,89,91,80,1594,172,98,19,488,306,468,450,Nudo de los Pastos,2
-76.715222,1.975083,3423,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",82,87,87,368,134,35,99,81,84,86,77,2131,220,124,19,634,412,585,526,Central,1
-75.232714,4.643692,3684,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",71,84,87,231,119,23,96,68,72,73,68,1880,223,85,28,595,326,523,595,Central,1
-74.401767,3.8986170000000002,3603,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-74.28935,4.210189,3596,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,73,83,81,275,124,22,102,71,72,76,69,1371,154,51,32,446,202,374,403,Oriental,2
-74.396983,3.911567,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.2831,4.200939,3767,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,64,81,79,324,115,13,102,62,65,67,59,1459,164,55,31,471,221,395,427,Oriental,2
-74.3969,3.911633,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.283639,4.200911,3762,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,68,82,80,303,119,17,102,66,68,71,64,1416,159,53,31,459,212,385,415,Oriental,2
-74.1101,4.254483,3644,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.112817,4.255933,3473,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.110183,4.254667,3635,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.0984,4.3439,3675.2784,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.110233,4.25455,3639,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-75.489433,4.806786,3946,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",49,83,87,225,96,1,95,51,49,51,46,2166,253,93,27,665,371,590,661,Central,1
-74.0936,4.345961,3488.436,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.093631,4.34615,3486.3024,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-76.078083,3.537361,3420,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",81,89,92,128,130,34,96,79,81,82,79,2004,270,62,39,774,281,487,774,Central,1
-74.006167,4.531944,3111,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.289239,4.210281,3597,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,73,83,81,275,124,22,102,71,72,76,69,1371,154,51,32,446,202,374,403,Oriental,2
-74.403517,3.931233,3053,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-75.973056,3.975806,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-72.927336,10.356222,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,119,103,80,638,179,51,128,121,111,125,109,2104,351,46,57,889,184,518,194,Oriental,5
-72.925781,10.348428,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,118,103,79,657,179,50,129,119,110,125,108,2100,350,46,57,887,184,403,194,Oriental,5
-76.076167,3.539306,3295,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",81,89,92,128,130,34,96,79,81,82,79,2004,270,62,39,774,281,487,774,Central,1
-75.249111,5.697889,2881,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",116,80,87,231,160,69,91,114,113,118,113,2035,250,83,32,669,291,627,556,Central,3
-73.23575,5.4145,3121,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,107,84,75,506,163,51,112,107,106,112,100,939,121,16,44,332,82,280,281,Oriental,4
-76.09948,6.002493,3530,Complejo de Paramos Frontino-Urrao (FRU),Choco,"Choco: El Carmen de Atrato: Sitio Cerro Plateado, Complejo Paramuno Frontino",77,87,87,257,125,26,99,74,76,79,73,2587,331,117,31,866,422,734,775,Occidental,1
-76.696861,1.707444,3074,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",98,90,88,395,151,49,102,96,99,101,91,2067,246,117,22,665,384,564,558,Nudo de los Pastos,3
-76.952083,1.470694,2999,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",111,87,90,376,160,64,96,114,111,115,105,2314,242,146,17,685,476,662,555,Nudo de los Pastos,3
-77.366861,0.842222,3300,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Puerres: Monopamba, Vda. Desmontes Alto",94,88,88,463,147,47,100,91,96,98,87,1548,168,95,19,473,297,451,398,Nudo de los Pastos,2
-74.39925,3.9275,3255,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,90,83,83,266,141,41,100,91,90,94,87,1371,157,50,33,456,190,385,401,Oriental,2
-74.39945,3.92805,3244,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,90,83,83,266,141,41,100,91,90,94,87,1371,157,50,33,456,190,385,401,Oriental,2
-74.403233,3.932133,3081,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-74.112483,4.256483,3477,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-72.627917,7.151222,3183,Complejo de Paramos Almorzadero (ALM),Norte de Santander,Norte de Santander: Chitaga: Vda. Siaga,91,90,72,409,148,23,125,94,86,95,86,1193,165,20,51,451,90,328,90,Oriental,4
-76.073417,3.536528,3170,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",98,91,92,184,148,50,98,95,98,99,95,2035,311,29,45,783,198,427,783,Central,3
-72.924617,10.349169,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,97,102,79,687,156,28,128,99,88,103,86,1997,332,47,56,836,183,385,193,Oriental,5
-72.916331,10.385242,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,134,104,81,644,195,67,128,136,127,141,124,2175,363,44,58,923,183,419,193,Oriental,5
-72.914436,10.292092,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,103,102,79,697,162,33,129,104,93,109,92,2005,333,47,56,841,182,385,193,Oriental,5
-72.922081,10.379908,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,121,103,80,654,181,53,128,122,112,127,111,2115,353,45,57,895,183,406,193,Oriental,5
-72.923678,10.350158,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,108,103,79,671,168,39,129,110,99,114,98,2046,341,46,57,862,182,392,192,Oriental,5
-72.914572,10.290744,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,104,102,79,674,164,35,129,106,96,111,94,2013,334,47,56,845,183,386,193,Oriental,5
-77.222194,1.121556,3211,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",97,84,89,421,145,51,94,94,98,101,90,1927,211,115,20,603,362,560,500,Nudo de los Pastos,3
-72.917733,10.38525,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,130,103,79,637,191,62,129,131,122,136,120,2158,360,45,58,914,184,415,194,Oriental,5
-72.92465,10.378975,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,121,103,80,654,181,53,128,122,112,127,111,2115,353,45,57,895,183,406,193,Oriental,5
-74.124467,4.239867,3220,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.123517,4.237,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.123567,4.237133,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.1241,4.239467,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.123833,4.23975,3198,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.12365,4.237533,3160,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-72.9235,5.942867,2918,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Cerinza: Vda. Centro Rural,122,104,80,453,188,58,130,127,122,127,115,1068,164,29,50,406,141,310,186,Oriental,5
-73.109389,5.547556,3670,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",75,78,76,482,126,24,102,75,74,80,68,1244,150,26,38,416,144,360,376,Oriental,2
-74.396,3.911767,3433,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.3963,3.91175,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.2838,4.200869,3759,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,68,82,80,303,119,17,102,66,68,71,64,1416,159,53,31,459,212,385,415,Oriental,2
-74.290369,4.211631,3579,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,73,83,81,275,124,22,102,71,72,76,69,1371,154,51,32,446,202,374,403,Oriental,2
-74.3034,4.215469,3269,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,90,85,80,298,143,38,105,88,90,93,86,1239,144,42,35,417,164,347,311,Oriental,2
-75.237761,4.644622,3847,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",63,84,87,193,110,14,96,61,64,65,61,1928,226,85,27,603,333,532,603,Central,1
-73.37625,5.75275,3516,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Combita: Vda. Santa Barbara,73,79,75,435,123,19,104,72,71,77,67,1312,181,43,37,430,202,418,281,Oriental,2
-73.984833,4.550139,3470,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,87,86,78,339,142,32,110,85,86,91,82,1206,138,47,29,368,190,323,349,Oriental,2
-74.40175,3.898683,3564,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-74.09645,4.34425,3590.8488,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.113083,4.25525,3471,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.112933,4.255967,3470,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-72.734286,5.746239,3515,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. San Ignacio,76,82,77,534,131,25,106,71,77,81,68,1591,232,20,48,624,132,425,609,Oriental,2
-72.964947,6.032719,3732,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Belen: Vda. San Jose de la Montana,56,81,77,448,108,3,105,57,55,60,49,1682,209,45,36,587,223,503,488,Oriental,2
-76.099389,6.011222,3493,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Salgar: Vda. Santa Isabel, Paramo Cerro Plateado",92,87,88,274,140,42,98,90,91,94,88,2582,331,120,31,866,423,779,777,Occidental,3
-74.095339,4.356083,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.294019,4.214711,3423,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-73.108722,5.436833,3110,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Pesca: Via hacia Rondon y Zetaquira, Vda. La Carbonera",114,86,75,577,173,59,114,115,115,120,106,878,115,12,47,324,64,184,273,Oriental,4
-75.604933,4.380683,3170,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",88,87,88,272,138,40,98,84,90,91,84,1666,221,77,37,632,265,413,632,Central,1
-72.922942,10.351369,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,108,103,79,671,168,39,129,110,99,114,98,2046,341,46,57,862,182,392,192,Oriental,5
-76.0346,6.514,3358,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",96,93,88,261,147,42,105,94,95,99,93,2819,363,116,34,952,414,872,807,Occidental,3
-74.123883,4.237567,3164,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.309531,4.215061,3104,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,105,87,81,297,159,52,107,106,104,109,101,1134,142,39,37,390,147,333,265,Oriental,4
-74.003861,4.542194,3150,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.403283,3.932333,3087,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-73.384472,5.734056,3067,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Arcabuco: Vda. Rupavita,98,86,78,413,153,43,110,98,97,103,93,1148,172,35,44,393,160,381,214,Oriental,4
-74.403617,3.931283,3053,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-74.403417,3.93115,3048,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-74.095333,4.356028,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.093386,4.345436,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.004,4.542222,3152,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.293761,4.214169,3433,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-74.123667,4.23725,3161,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-75.907246,5.476941,2780,Complejo de Paramos Citara (CTR),Risaralda,"Risaralda: Mistrato: Sitio Cerro Paramillo, Complejo paramuno Citara",132,80,89,286,178,89,89,129,131,135,129,2732,330,136,28,850,480,698,805,Occidental,3
-72.929947,10.357117,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,119,103,80,638,179,51,128,121,111,125,109,2104,351,46,57,889,184,518,194,Oriental,5
-74.094761,4.3571,3349.752,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-75.277417,5.352778,3585,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",73,83,86,185,119,23,96,72,71,75,71,2244,262,84,30,712,342,632,596,Central,1
-74.110167,4.254783,3641,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.290369,4.211761,3576,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,73,83,81,275,124,22,102,71,72,76,69,1371,154,51,32,446,202,374,403,Oriental,2
-74.110317,4.2546,3631,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-76.070889,3.539,3045,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",98,91,92,184,148,50,98,95,98,99,95,2035,311,29,45,783,198,427,783,Central,3
-73.250083,5.811778,3530,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,84,82,75,470,138,30,108,90,83,90,78,1170,168,38,41,389,178,389,224,Oriental,2
-72.986244,10.016394,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,121,104,80,599,181,52,129,122,113,126,111,2053,336,46,56,862,184,397,198,Oriental,5
-72.923342,10.379381,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,121,103,80,654,181,53,128,122,112,127,111,2115,353,45,57,895,183,406,193,Oriental,5
-76.952111,1.470111,2996,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",111,87,90,376,160,64,96,114,111,115,105,2314,242,146,17,685,476,662,555,Nudo de los Pastos,3
-74.0045,4.543639,3152,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.002472,4.5485,3241,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.00625,4.532889,3103,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.302919,4.215781,3278,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,90,85,80,298,143,38,105,88,90,93,86,1239,144,42,35,417,164,347,311,Oriental,2
-74.294711,4.21435,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-72.710139,7.102472,3040,Complejo de Paramos Almorzadero (ALM),Norte de Santander,"Norte de Santander: Chitaga: Vda. El Roble, Fca. de Don Hector Arias",93,90,72,402,151,26,125,97,89,98,89,1134,145,19,49,429,90,329,128,Oriental,4
-72.923619,10.374242,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,108,102,80,644,167,40,127,109,100,114,98,2049,342,46,57,863,183,393,193,Oriental,5
-72.913469,10.294717,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,103,102,79,697,162,33,129,104,93,109,92,2005,333,47,56,841,182,385,193,Oriental,5
-72.925781,10.348428,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Paz: Sitio Sabana Rubia,118,103,79,657,179,50,129,119,110,125,108,2100,350,46,57,887,184,403,194,Oriental,5
