decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,bio1_23,bio2_23,bio3_23,bio4_23,bio5_23,bio6_23,bio7_23,bio8_23,bio9_23,bio10_23,bio11_23,bio12_23,bio13_23,bio14_23,bio15_23,bio16_23,bio17_23,bio18_23,bio19_23,Cordilleras,clusters
-75.583567,4.445033,3210,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",99,88,89,294,149,51,98,94,100,101,94,1655,225,75,38,633,258,407,633,Central,3
-75.424783,4.615733,3310,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",70,84,88,206,117,22,95,67,71,72,67,1942,236,90,29,641,337,534,641,Central,1
-75.284861,5.346806,3506,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",79,83,86,207,125,29,96,77,77,80,76,2190,258,82,30,699,331,623,583,Central,1
-76.693722,1.701,3188,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",98,90,88,395,151,49,102,96,99,101,91,2067,246,117,22,665,384,564,558,Nudo de los Pastos,3
-77.242117,1.274972,3280,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: La Merced, Cerro Morasurco",102,84,90,343,150,57,93,105,102,105,96,1840,202,117,18,550,383,550,408,Nudo de los Pastos,3
-76.712694,1.998833,3495,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",80,86,87,320,131,33,98,79,82,83,75,2181,231,125,19,659,417,595,550,Central,1
-76.695278,1.980917,3261,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",91,90,88,337,144,42,102,91,92,94,85,1929,203,121,18,558,394,536,431,Central,3
-76.698583,1.97925,3343,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",91,90,88,337,144,42,102,91,92,94,85,1929,203,121,18,558,394,536,431,Central,3
-76.719528,1.994806,3332,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",85,88,88,339,138,38,100,87,87,88,80,2084,209,126,18,600,414,575,490,Central,1
-75.225003,4.623619,3604,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",78,85,88,214,126,30,96,75,79,80,75,1825,220,85,28,591,317,513,591,Central,1
-75.218997,4.628258,3529,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",81,85,87,252,129,32,97,77,82,83,77,1814,220,85,29,588,315,513,588,Central,1
-75.973556,3.304972,2920,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",118,95,94,180,169,68,101,116,119,121,116,1903,290,39,41,703,219,422,703,Central,3
-75.4209,4.6179500000000004,3470,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",69,85,89,239,116,21,95,66,70,71,66,1951,236,90,29,641,337,536,641,Central,1
-75.808167,4.101,3625,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Genova: Vda. San Juan, Fca. Miravalle",117,91,89,278,171,69,102,113,119,120,113,1136,168,45,40,420,166,229,420,Central,4
-75.239139,5.770333,2776,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",120,80,88,233,165,75,90,119,118,122,117,2110,256,85,32,688,296,610,569,Central,3
-75.250389,5.698028,2831,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",124,78,88,262,167,79,88,122,121,126,120,2079,253,86,31,677,295,552,566,Central,3
-75.2465,5.696278,2982,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",116,80,87,231,160,69,91,114,113,118,113,2035,250,83,32,669,291,627,556,Central,3
-75.236722,5.771111,2893,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",120,80,88,233,165,75,90,119,118,122,117,2110,256,85,32,688,296,610,569,Central,3
-75.27025,5.809028,2865,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",122,81,90,213,166,76,90,120,120,124,119,2141,260,86,32,699,300,578,580,Central,3
-75.255417,5.726583,3032,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",117,80,88,214,162,72,90,115,115,119,115,2064,253,84,32,677,294,547,563,Central,3
-75.268139,5.8116390000000004,3031,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",122,81,90,213,166,76,90,120,120,124,119,2141,260,86,32,699,300,578,580,Central,3
-75.257083,5.727139,2867,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",117,80,88,214,162,72,90,115,115,119,115,2064,253,84,32,677,294,547,563,Central,3
-75.268,5.810306,2975,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",122,81,90,213,166,76,90,120,120,124,119,2141,260,86,32,699,300,578,580,Central,3
-76.952389,1.541194,3052,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: La Cruz: La Estancia, Vda. Paramito, Reserva Santa Helena",108,87,90,357,157,61,96,111,108,112,103,2243,236,141,17,656,472,644,518,Nudo de los Pastos,3
-77.352111,0.832639,2938,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Puerres: Monopamba, Vda. Desmontes Alto",120,94,87,485,174,66,108,116,122,123,112,1263,143,82,17,366,253,303,330,Nudo de los Pastos,4
-76.703694,1.728194,2680,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",125,94,91,288,177,74,103,125,121,128,121,1793,189,109,19,543,370,501,370,Nudo de los Pastos,3
-76.838417,1.717917,2978,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",108,90,90,345,158,59,99,108,103,112,103,1953,204,119,18,568,420,551,420,Nudo de los Pastos,3
-76.834889,1.716472,3070,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",105,90,90,343,156,57,99,107,107,108,100,2000,207,124,17,566,423,563,447,Nudo de los Pastos,3
-74.309631,4.215161,3101,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,105,87,81,297,159,52,107,106,104,109,101,1134,142,39,37,390,147,333,265,Oriental,4
-72.543528,7.476556,2490,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",127,91,77,440,178,61,117,130,120,130,120,921,118,23,45,342,82,342,82,Central,4
-73.785194,4.970639,3230,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",101,89,76,393,159,42,117,102,100,106,97,1316,152,38,35,444,166,376,403,Oriental,4
-76.077806,3.536917,3420,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",81,89,92,128,130,34,96,79,81,82,79,2004,270,62,39,774,281,487,774,Central,1
-75.974306,3.305444,2920,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",118,95,94,180,169,68,101,116,119,121,116,1903,290,39,41,703,219,422,703,Central,3
-72.914975,10.385581,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,134,104,81,644,195,67,128,136,127,141,124,2175,363,44,58,923,183,419,193,Oriental,5
-76.060139,6.502278,3373,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Caicedo: Vda. Anocozca, Paramo El Junco",93,92,87,271,144,39,105,91,92,96,90,2816,362,117,33,950,418,870,809,Occidental,3
-76.036783,6.50985,3400,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",96,93,88,261,147,42,105,94,95,99,93,2819,363,116,34,952,414,872,807,Occidental,3
-76.948139,1.476167,3160,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",96,85,90,361,144,50,94,95,97,100,90,2477,289,142,22,804,460,700,662,Nudo de los Pastos,3
-77.673444,1.110056,3209,Complejo de Paramos Chiles-Cumbal (CHC),Narino,"Narino: Tuquerres: San Roque, Vda. Esnambud",103,89,89,317,152,53,99,104,98,106,98,1196,153,40,37,404,151,386,151,Nudo de los Pastos,4
-77.672444,1.104694,3414,Complejo de Paramos Chiles-Cumbal (CHC),Narino,"Narino: Tuquerres: San Roque, Vda. Esnambud",86,86,89,363,134,38,96,90,80,90,80,1439,172,70,27,462,236,462,236,Nudo de los Pastos,2
-74.003778,4.542222,3151,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.3946,3.922567,3349,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.003528,4.547306,3222,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.004722,4.543611,3155,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-72.597028,7.214528,2860,Complejo de Paramos Almorzadero (ALM),Norte de Santander,Norte de Santander: Chitaga: Vda. Tane,101,91,73,370,158,34,124,100,96,105,96,1177,170,21,53,456,86,318,86,Oriental,4
-72.919458,5.938208,3321,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Cerinza: Vda. Centro Rural,89,87,78,471,145,34,111,90,90,94,82,1213,167,32,40,420,153,402,279,Oriental,4
-76.058417,6.504667,3432,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Caicedo: Vda. Anocozca, Paramo El Junco",93,92,87,271,144,39,105,91,92,96,90,2816,362,117,33,950,418,870,809,Occidental,3
-76.128778,6.567333,3382,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta",106,94,87,296,159,51,108,103,105,109,102,2813,363,115,34,946,410,805,810,Occidental,3
-76.823611,1.695694,3550,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",86,86,88,382,136,39,97,84,86,89,80,2307,266,130,21,740,430,640,612,Nudo de los Pastos,1
-75.285861,5.347639,3475,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",79,83,86,207,125,29,96,77,77,80,76,2190,258,82,30,699,331,623,583,Central,1
-73.787194,4.972444,3150,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",101,89,76,393,159,42,117,102,100,106,97,1316,152,38,35,444,166,376,403,Oriental,4
-73.935514,4.648025,3340,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: La Calera: Vda. Jerusalen, Hacienda Terraleja",89,86,76,374,145,33,112,90,88,94,85,1216,143,48,29,372,197,341,318,Oriental,2
-73.197333,5.835806,3380,Complejo de Paramos Iguaque-Merchan (IGM),Santander,Santander: Gambita: Vda. Chinata,100,88,77,451,157,44,113,106,100,106,94,1115,168,34,46,387,158,387,191,Oriental,4
-74.095331,4.356,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.09845,4.344311,3683.2032,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.098411,4.34325,3675.888,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.095344,4.355864,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.095342,4.355861,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.0926,4.356731,3228.7464,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.093381,4.345561,3489.6552,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.092181,4.357711,3232.404,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.118233,4.253083,3280,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,86,84,79,315,139,33,106,84,85,89,81,1329,165,41,38,477,164,357,445,Oriental,2
-74.092911,4.356511,3244.9008,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.003278,4.547278,3226,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.394517,3.922717,3348,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.0922,4.3576,3229.356,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.394983,3.92305,3350,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.006306,4.53275,3104,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.002556,4.548333,3245,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.002972,4.547417,3233,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.303269,4.21675,3254,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,96,86,81,305,150,44,106,97,96,100,92,1195,143,40,36,409,153,341,296,Oriental,4
-74.394917,3.923033,3353,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.0965,4.344381,3589.6296,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.003389,4.547306,3224,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.309239,4.215389,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,105,87,81,297,159,52,107,106,104,109,101,1134,142,39,37,390,147,333,265,Oriental,4
-74.303131,4.216861,3251,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,96,86,81,305,150,44,106,97,96,100,92,1195,143,40,36,409,153,341,296,Oriental,4
-74.006167,4.532972,3105,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.3028,4.2156,3276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,90,85,80,298,143,38,105,88,90,93,86,1239,144,42,35,417,164,347,311,Oriental,2
-74.395,3.922778,3349,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.309089,4.215361,3111,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,105,87,81,297,159,52,107,106,104,109,101,1134,142,39,37,390,147,333,265,Oriental,4
-74.117933,4.253617,3287,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,86,84,79,315,139,33,106,84,85,89,81,1329,165,41,38,477,164,357,445,Oriental,2
-74.096481,4.344161,3591.1536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-72.734278,6.408442,3213,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",102,98,77,377,164,37,127,104,100,106,97,1274,174,41,41,443,157,423,282,Oriental,4
-73.113539,5.944025,3239,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,"Boyaca: Duitama: Paramo de la Rusia - Virolin, Vda. El Carmen",98,90,78,405,156,41,115,103,98,103,93,1173,174,39,46,415,172,330,195,Oriental,4
-72.780722,6.228111,3400,Complejo de Paramos Guantiva-La Rusia (GLR),Santander,Santander: Onzaga: Vda. Chaguaca,106,99,77,425,170,43,127,111,106,111,100,1194,177,48,46,426,169,335,209,Oriental,4
-75.80475,4.013667,3220,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",88,89,91,227,138,41,97,84,89,90,84,1498,207,70,38,572,247,331,572,Central,2
-75.60505,4.379183,3170,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",88,87,88,272,138,40,98,84,90,91,84,1666,221,77,37,632,265,413,632,Central,1
-75.584583,4.445233,3210,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",99,88,89,294,149,51,98,94,100,101,94,1655,225,75,38,633,258,407,633,Central,3
-75.424,4.615267,3310,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",70,84,88,206,117,22,95,67,71,72,67,1942,236,90,29,641,337,534,641,Central,1
-75.371375,5.06365,3774,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",64,83,86,198,110,14,96,64,62,65,61,2321,265,90,28,733,380,634,637,Central,1
-75.993889,3.315722,3320,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",99,91,91,164,149,50,99,97,99,101,97,2022,286,47,40,770,248,461,770,Central,3
-75.802667,4.001,3320,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",79,88,92,193,126,31,95,76,79,80,76,1640,218,76,37,622,274,446,622,Central,1
-75.803083,4.001,3320,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",79,88,92,193,126,31,95,76,79,80,76,1640,218,76,37,622,274,446,622,Central,1
-75.798417,4.000806,3520,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",68,86,90,182,116,21,95,65,68,70,65,1770,231,84,35,659,300,480,659,Central,1
-75.800639,4.088217,3625,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Vda. San Juan, Fca. Miravalle",77,87,91,180,124,29,95,74,77,78,74,1669,220,80,36,629,278,455,629,Central,1
-75.57705,4.440267,3530,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",72,85,90,218,119,25,94,69,73,74,69,1835,231,92,32,653,323,479,653,Central,1
-75.429328,4.618464,3230,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",84,85,88,275,131,35,96,79,84,85,79,1883,237,93,31,652,327,511,652,Central,1
-77.579556,0.950194,3339,Complejo de Paramos Chiles-Cumbal (CHC),Narino,"Narino: Gualmatan: Cuatis , Vda. Los Cedros",89,87,88,405,140,42,98,93,83,93,83,1354,156,78,21,424,257,424,271,Nudo de los Pastos,2
-77.578167,0.956444,3406,Complejo de Paramos Chiles-Cumbal (CHC),Narino,"Narino: Gualmatan: Cuatis , Vda. Los Cedros",89,87,88,405,140,42,98,93,83,93,83,1354,156,78,21,424,257,424,271,Nudo de los Pastos,2
-75.483367,4.818161,3749,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",69,84,88,240,116,21,95,66,69,71,65,2128,254,93,27,654,364,584,654,Central,1
-73.934044,4.645506,3420,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: La Calera: Vda. Jerusalen, Hacienda Terraleja",89,86,76,374,145,33,112,90,88,94,85,1216,143,48,29,372,197,341,318,Oriental,2
-73.866167,4.71725,3090,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: Guasca: Vda. Rincon del Oso, Fca. Suasie",104,91,77,365,162,44,118,105,103,108,99,1388,157,44,33,459,189,394,414,Oriental,4
-73.251972,5.806917,3349,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.252528,5.806583,3349,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.252111,5.800722,3208,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.252306,5.806833,3349,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.251222,5.801861,3208,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.252417,5.806639,3349,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.227778,5.415167,3270,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Viracacha: Vda. La Isla,98,81,75,514,152,44,108,98,97,103,90,1005,128,17,43,350,94,216,302,Oriental,4
-73.20575,5.415083,3118,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,133,98,78,560,199,74,125,134,135,140,125,883,116,13,49,332,60,163,303,Oriental,4
-73.122861,5.560278,3454,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",94,81,76,509,147,41,106,94,94,99,86,915,126,16,43,316,96,285,235,Oriental,4
-72.717917,5.750806,3378,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. Sirguaza,72,82,78,531,127,22,105,68,74,77,64,1704,255,21,50,682,139,304,595,Oriental,2
-73.122694,5.560639,3460,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",94,81,76,509,147,41,106,94,94,99,86,915,126,16,43,316,96,285,235,Oriental,4
